ds,y
2025-09-04 02:27:00,3
2025-09-04 02:27:30,5
2025-09-04 02:28:00,4
2025-09-04 02:28:30,4
2025-09-04 02:29:00,2
2025-09-04 02:29:30,4
2025-09-04 02:30:00,3
2025-09-04 02:30:30,1
2025-09-04 02:31:00,2
2025-09-04 02:31:30,5
2025-09-04 02:32:00,3
2025-09-04 02:32:30,2
2025-09-04 02:33:00,6
2025-09-04 02:33:30,1
2025-09-04 02:34:00,2
2025-09-04 02:34:30,3
2025-09-04 02:35:00,4
2025-09-04 02:35:30,7
2025-09-04 02:36:00,4
2025-09-04 02:36:30,3
2025-09-04 02:37:00,4
2025-09-04 02:37:30,2
2025-09-04 02:38:00,1
2025-09-04 02:38:30,7
2025-09-04 02:39:00,7
2025-09-04 02:39:30,3
2025-09-04 02:40:00,4
2025-09-04 02:40:30,6
2025-09-04 02:41:00,6
2025-09-04 02:41:30,6
2025-09-04 02:42:00,8
2025-09-04 02:42:30,4
2025-09-04 02:43:00,7
2025-09-04 02:43:30,6
2025-09-04 02:44:00,6
2025-09-04 02:44:30,7
2025-09-04 02:45:00,10
2025-09-04 02:45:30,8
2025-09-04 02:46:00,4
2025-09-04 02:46:30,2
2025-09-04 02:47:00,7
2025-09-04 02:47:30,4
2025-09-04 02:48:00,4
2025-09-04 02:48:30,5
2025-09-04 02:49:00,7
2025-09-04 02:49:30,3
2025-09-04 02:50:00,6
2025-09-04 02:50:30,6
2025-09-04 02:51:00,2
2025-09-04 02:51:30,4
2025-09-04 02:52:00,2
2025-09-04 02:52:30,5
2025-09-04 02:53:00,8
2025-09-04 02:53:30,2
2025-09-04 02:54:00,8
2025-09-04 02:54:30,8
2025-09-04 02:55:00,6
2025-09-04 02:55:30,8
2025-09-04 02:56:00,4
2025-09-04 02:56:30,5
2025-09-04 02:57:00,10
2025-09-04 02:57:30,6
2025-09-04 02:58:00,9
2025-09-04 02:58:30,7
2025-09-04 02:59:00,9
2025-09-04 02:59:30,7
2025-09-04 03:00:00,12
2025-09-04 03:00:30,11
2025-09-04 03:01:00,7
2025-09-04 03:01:30,6
2025-09-04 03:02:00,8
2025-09-04 03:02:30,17
2025-09-04 03:03:00,5
2025-09-04 03:03:30,13
2025-09-04 03:04:00,9
2025-09-04 03:04:30,11
2025-09-04 03:05:00,9
2025-09-04 03:05:30,12
2025-09-04 03:06:00,11
2025-09-04 03:06:30,16
2025-09-04 03:07:00,7
2025-09-04 03:07:30,14
2025-09-04 03:08:00,9
2025-09-04 03:08:30,7
2025-09-04 03:09:00,8
2025-09-04 03:09:30,13
2025-09-04 03:10:00,10
2025-09-04 03:10:30,10
2025-09-04 03:11:00,8
2025-09-04 03:11:30,12
2025-09-04 03:12:00,7
2025-09-04 03:12:30,18
2025-09-04 03:13:00,12
2025-09-04 03:13:30,10
2025-09-04 03:14:00,8
2025-09-04 03:14:30,10
2025-09-04 03:15:00,13
2025-09-04 03:15:30,13
2025-09-04 03:16:00,12
2025-09-04 03:16:30,11
2025-09-04 03:17:00,12
2025-09-04 03:17:30,13
2025-09-04 03:18:00,16
2025-09-04 03:18:30,12
2025-09-04 03:19:00,6
2025-09-04 03:19:30,13
2025-09-04 03:20:00,11
2025-09-04 03:20:30,8
2025-09-04 03:21:00,13
2025-09-04 03:21:30,16
2025-09-04 03:22:00,14
2025-09-04 03:22:30,12
2025-09-04 03:23:00,8
2025-09-04 03:23:30,9
2025-09-04 03:24:00,11
2025-09-04 03:24:30,9
2025-09-04 03:25:00,17
2025-09-04 03:25:30,23
2025-09-04 03:26:00,16
2025-09-04 03:26:30,19
2025-09-04 03:27:00,20
2025-09-04 03:27:30,22
2025-09-04 03:28:00,20
2025-09-04 03:28:30,18
2025-09-04 03:29:00,19
2025-09-04 03:29:30,8
2025-09-04 03:30:00,15
2025-09-04 03:30:30,21
2025-09-04 03:31:00,17
2025-09-04 03:31:30,20
2025-09-04 03:32:00,20
2025-09-04 03:32:30,20
2025-09-04 03:33:00,18
2025-09-04 03:33:30,21
2025-09-04 03:34:00,17
2025-09-04 03:34:30,20
2025-09-04 03:35:00,22
2025-09-04 03:35:30,18
2025-09-04 03:36:00,15
2025-09-04 03:36:30,21
2025-09-04 03:37:00,14
2025-09-04 03:37:30,27
2025-09-04 03:38:00,20
2025-09-04 03:38:30,27
2025-09-04 03:39:00,21
2025-09-04 03:39:30,22
2025-09-04 03:40:00,20
2025-09-04 03:40:30,18
2025-09-04 03:41:00,19
2025-09-04 03:41:30,21
2025-09-04 03:42:00,14
2025-09-04 03:42:30,23
2025-09-04 03:43:00,28
2025-09-04 03:43:30,19
2025-09-04 03:44:00,26
2025-09-04 03:44:30,18
2025-09-04 03:45:00,28
2025-09-04 03:45:30,24
2025-09-04 03:46:00,29
2025-09-04 03:46:30,31
2025-09-04 03:47:00,18
2025-09-04 03:47:30,15
2025-09-04 03:48:00,35
2025-09-04 03:48:30,19
2025-09-04 03:49:00,36
2025-09-04 03:49:30,27
2025-09-04 03:50:00,41
2025-09-04 03:50:30,39
2025-09-04 03:51:00,34
2025-09-04 03:51:30,28
2025-09-04 03:52:00,31
2025-09-04 03:52:30,32
2025-09-04 03:53:00,20
2025-09-04 03:53:30,28
2025-09-04 03:54:00,23
2025-09-04 03:54:30,33
2025-09-04 03:55:00,32
2025-09-04 03:55:30,32
2025-09-04 03:56:00,41
2025-09-04 03:56:30,34
2025-09-04 03:57:00,34
2025-09-04 03:57:30,34
2025-09-04 03:58:00,31
2025-09-04 03:58:30,38
2025-09-04 03:59:00,31
2025-09-04 03:59:30,36
2025-09-04 04:00:00,38
2025-09-04 04:00:30,33
2025-09-04 04:01:00,26
2025-09-04 04:01:30,32
2025-09-04 04:02:00,39
2025-09-04 04:02:30,35
2025-09-04 04:03:00,34
2025-09-04 04:03:30,25
2025-09-04 04:04:00,40
2025-09-04 04:04:30,36
2025-09-04 04:05:00,45
2025-09-04 04:05:30,38
2025-09-04 04:06:00,35
2025-09-04 04:06:30,37
2025-09-04 04:07:00,40
2025-09-04 04:07:30,49
2025-09-04 04:08:00,51
2025-09-04 04:08:30,53
2025-09-04 04:09:00,31
2025-09-04 04:09:30,36
2025-09-04 04:10:00,38
2025-09-04 04:10:30,43
2025-09-04 04:11:00,45
2025-09-04 04:11:30,39
2025-09-04 04:12:00,35
2025-09-04 04:12:30,48
2025-09-04 04:13:00,45
2025-09-04 04:13:30,35
2025-09-04 04:14:00,45
2025-09-04 04:14:30,47
2025-09-04 04:15:00,49
2025-09-04 04:15:30,57
2025-09-04 04:16:00,41
2025-09-04 04:16:30,46
2025-09-04 04:17:00,59
2025-09-04 04:17:30,43
2025-09-04 04:18:00,45
2025-09-04 04:18:30,48
2025-09-04 04:19:00,39
2025-09-04 04:19:30,50
2025-09-04 04:20:00,44
2025-09-04 04:20:30,61
2025-09-04 04:21:00,41
2025-09-04 04:21:30,56
2025-09-04 04:22:00,55
2025-09-04 04:22:30,52
2025-09-04 04:23:00,46
2025-09-04 04:23:30,53
2025-09-04 04:24:00,61
2025-09-04 04:24:30,45
2025-09-04 04:25:00,59
2025-09-04 04:25:30,45
2025-09-04 04:26:00,70
2025-09-04 04:26:30,55
2025-09-04 04:27:00,56
2025-09-04 04:27:30,61
2025-09-04 04:28:00,69
2025-09-04 04:28:30,63
2025-09-04 04:29:00,66
2025-09-04 04:29:30,59
2025-09-04 04:30:00,67
2025-09-04 04:30:30,70
2025-09-04 04:31:00,49
2025-09-04 04:31:30,86
2025-09-04 04:32:00,71
2025-09-04 04:32:30,68
2025-09-04 04:33:00,66
2025-09-04 04:33:30,64
2025-09-04 04:34:00,62
2025-09-04 04:34:30,85
2025-09-04 04:35:00,80
2025-09-04 04:35:30,74
2025-09-04 04:36:00,78
2025-09-04 04:36:30,82
2025-09-04 04:37:00,79
2025-09-04 04:37:30,69
2025-09-04 04:38:00,71
2025-09-04 04:38:30,92
2025-09-04 04:39:00,71
2025-09-04 04:39:30,76
2025-09-04 04:40:00,78
2025-09-04 04:40:30,89
2025-09-04 04:41:00,96
2025-09-04 04:41:30,89
2025-09-04 04:42:00,90
2025-09-04 04:42:30,76
2025-09-04 04:43:00,80
2025-09-04 04:43:30,89
2025-09-04 04:44:00,94
2025-09-04 04:44:30,84
2025-09-04 04:45:00,93
2025-09-04 04:45:30,87
2025-09-04 04:46:00,76
2025-09-04 04:46:30,70
2025-09-04 04:47:00,90
2025-09-04 04:47:30,88
2025-09-04 04:48:00,91
2025-09-04 04:48:30,78
2025-09-04 04:49:00,84
2025-09-04 04:49:30,98
2025-09-04 04:50:00,75
2025-09-04 04:50:30,94
2025-09-04 04:51:00,88
2025-09-04 04:51:30,84
2025-09-04 04:52:00,83
2025-09-04 04:52:30,79
2025-09-04 04:53:00,103
2025-09-04 04:53:30,105
2025-09-04 04:54:00,100
2025-09-04 04:54:30,117
2025-09-04 04:55:00,94
2025-09-04 04:55:30,102
2025-09-04 04:56:00,113
2025-09-04 04:56:30,106
2025-09-04 04:57:00,100
2025-09-04 04:57:30,96
2025-09-04 04:58:00,100
2025-09-04 04:58:30,110
2025-09-04 04:59:00,113
2025-09-04 04:59:30,125
2025-09-04 05:00:00,114
2025-09-04 05:00:30,109
2025-09-04 05:01:00,115
2025-09-04 05:01:30,114
2025-09-04 05:02:00,112
2025-09-04 05:02:30,117
2025-09-04 05:03:00,133
2025-09-04 05:03:30,139
2025-09-04 05:04:00,127
2025-09-04 05:04:30,140
2025-09-04 05:05:00,129
2025-09-04 05:05:30,127
2025-09-04 05:06:00,136
2025-09-04 05:06:30,135
2025-09-04 05:07:00,111
2025-09-04 05:07:30,110
2025-09-04 05:08:00,140
2025-09-04 05:08:30,126
2025-09-04 05:09:00,144
2025-09-04 05:09:30,124
2025-09-04 05:10:00,119
2025-09-04 05:10:30,148
2025-09-04 05:11:00,174
2025-09-04 05:11:30,151
2025-09-04 05:12:00,138
2025-09-04 05:12:30,127
2025-09-04 05:13:00,155
2025-09-04 05:13:30,147
2025-09-04 05:14:00,151
2025-09-04 05:14:30,158
2025-09-04 05:15:00,155
2025-09-04 05:15:30,145
2025-09-04 05:16:00,142
2025-09-04 05:16:30,151
2025-09-04 05:17:00,159
2025-09-04 05:17:30,146
2025-09-04 05:18:00,146
2025-09-04 05:18:30,165
2025-09-04 05:19:00,151
2025-09-04 05:19:30,161
2025-09-04 05:20:00,172
2025-09-04 05:20:30,171
2025-09-04 05:21:00,192
2025-09-04 05:21:30,153
2025-09-04 05:22:00,178
2025-09-04 05:22:30,159
2025-09-04 05:23:00,187
2025-09-04 05:23:30,175
2025-09-04 05:24:00,176
2025-09-04 05:24:30,179
2025-09-04 05:25:00,196
2025-09-04 05:25:30,191
2025-09-04 05:26:00,180
2025-09-04 05:26:30,172
2025-09-04 05:27:00,181
2025-09-04 05:27:30,173
2025-09-04 05:28:00,198
2025-09-04 05:28:30,176
2025-09-04 05:29:00,203
2025-09-04 05:29:30,187
2025-09-04 05:30:00,178
2025-09-04 05:30:30,191
2025-09-04 05:31:00,207
2025-09-04 05:31:30,203
2025-09-04 05:32:00,197
2025-09-04 05:32:30,197
2025-09-04 05:33:00,182
2025-09-04 05:33:30,205
2025-09-04 05:34:00,180
2025-09-04 05:34:30,212
2025-09-04 05:35:00,216
2025-09-04 05:35:30,227
2025-09-04 05:36:00,231
2025-09-04 05:36:30,191
2025-09-04 05:37:00,211
2025-09-04 05:37:30,230
2025-09-04 05:38:00,223
2025-09-04 05:38:30,206
2025-09-04 05:39:00,223
2025-09-04 05:39:30,215
2025-09-04 05:40:00,259
2025-09-04 05:40:30,228
2025-09-04 05:41:00,247
2025-09-04 05:41:30,231
2025-09-04 05:42:00,232
2025-09-04 05:42:30,243
2025-09-04 05:43:00,235
2025-09-04 05:43:30,190
2025-09-04 05:44:00,262
2025-09-04 05:44:30,248
2025-09-04 05:45:00,281
2025-09-04 05:45:30,248
2025-09-04 05:46:00,272
2025-09-04 05:46:30,271
2025-09-04 05:47:00,257
2025-09-04 05:47:30,232
2025-09-04 05:48:00,261
2025-09-04 05:48:30,275
2025-09-04 05:49:00,247
2025-09-04 05:49:30,247
2025-09-04 05:50:00,239
2025-09-04 05:50:30,261
2025-09-04 05:51:00,261
2025-09-04 05:51:30,264
2025-09-04 05:52:00,292
2025-09-04 05:52:30,295
2025-09-04 05:53:00,283
2025-09-04 05:53:30,264
2025-09-04 05:54:00,283
2025-09-04 05:54:30,316
2025-09-04 05:55:00,295
2025-09-04 05:55:30,257
2025-09-04 05:56:00,284
2025-09-04 05:56:30,307
2025-09-04 05:57:00,305
2025-09-04 05:57:30,296
2025-09-04 05:58:00,285
2025-09-04 05:58:30,295
2025-09-04 05:59:00,314
2025-09-04 05:59:30,288
2025-09-04 06:00:00,328
2025-09-04 06:00:30,329
2025-09-04 06:01:00,290
2025-09-04 06:01:30,322
2025-09-04 06:02:00,364
2025-09-04 06:02:30,337
2025-09-04 06:03:00,326
2025-09-04 06:03:30,335
2025-09-04 06:04:00,336
2025-09-04 06:04:30,336
2025-09-04 06:05:00,357
2025-09-04 06:05:30,330
2025-09-04 06:06:00,337
2025-09-04 06:06:30,350
2025-09-04 06:07:00,377
2025-09-04 06:07:30,378
2025-09-04 06:08:00,354
2025-09-04 06:08:30,375
2025-09-04 06:09:00,325
2025-09-04 06:09:30,395
2025-09-04 06:10:00,367
2025-09-04 06:10:30,379
2025-09-04 06:11:00,366
2025-09-04 06:11:30,430
2025-09-04 06:12:00,380
2025-09-04 06:12:30,399
2025-09-04 06:13:00,392
2025-09-04 06:13:30,381
2025-09-04 06:14:00,392
2025-09-04 06:14:30,404
2025-09-04 06:15:00,385
2025-09-04 06:15:30,430
2025-09-04 06:16:00,382
2025-09-04 06:16:30,434
2025-09-04 06:17:00,383
2025-09-04 06:17:30,417
2025-09-04 06:18:00,441
2025-09-04 06:18:30,416
2025-09-04 06:19:00,414
2025-09-04 06:19:30,432
2025-09-04 06:20:00,402
2025-09-04 06:20:30,424
2025-09-04 06:21:00,433
2025-09-04 06:21:30,464
2025-09-04 06:22:00,452
2025-09-04 06:22:30,466
2025-09-04 06:23:00,446
2025-09-04 06:23:30,435
2025-09-04 06:24:00,472
2025-09-04 06:24:30,444
2025-09-04 06:25:00,479
2025-09-04 06:25:30,437
2025-09-04 06:26:00,486
2025-09-04 06:26:30,449
2025-09-04 06:27:00,460
2025-09-04 06:27:30,489
2025-09-04 06:28:00,484
2025-09-04 06:28:30,504
2025-09-04 06:29:00,454
2025-09-04 06:29:30,475
2025-09-04 06:30:00,448
2025-09-04 06:30:30,520
2025-09-04 06:31:00,521
2025-09-04 06:31:30,509
2025-09-04 06:32:00,504
2025-09-04 06:32:30,486
2025-09-04 06:33:00,497
2025-09-04 06:33:30,559
2025-09-04 06:34:00,536
2025-09-04 06:34:30,532
2025-09-04 06:35:00,560
2025-09-04 06:35:30,532
2025-09-04 06:36:00,528
2025-09-04 06:36:30,564
2025-09-04 06:37:00,530
2025-09-04 06:37:30,509
2025-09-04 06:38:00,585
2025-09-04 06:38:30,578
2025-09-04 06:39:00,591
2025-09-04 06:39:30,580
2025-09-04 06:40:00,547
2025-09-04 06:40:30,549
2025-09-04 06:41:00,534
2025-09-04 06:41:30,574
2025-09-04 06:42:00,556
2025-09-04 06:42:30,577
2025-09-04 06:43:00,590
2025-09-04 06:43:30,572
2025-09-04 06:44:00,620
2025-09-04 06:44:30,601
2025-09-04 06:45:00,574
2025-09-04 06:45:30,583
2025-09-04 06:46:00,608
2025-09-04 06:46:30,637
2025-09-04 06:47:00,579
2025-09-04 06:47:30,658
2025-09-04 06:48:00,649
2025-09-04 06:48:30,631
2025-09-04 06:49:00,625
2025-09-04 06:49:30,630
2025-09-04 06:50:00,646
2025-09-04 06:50:30,638
2025-09-04 06:51:00,656
2025-09-04 06:51:30,666
2025-09-04 06:52:00,656
2025-09-04 06:52:30,650
2025-09-04 06:53:00,674
2025-09-04 06:53:30,675
2025-09-04 06:54:00,672
2025-09-04 06:54:30,628
2025-09-04 06:55:00,669
2025-09-04 06:55:30,622
2025-09-04 06:56:00,675
2025-09-04 06:56:30,667
2025-09-04 06:57:00,680
2025-09-04 06:57:30,702
2025-09-04 06:58:00,633
2025-09-04 06:58:30,697
2025-09-04 06:59:00,720
2025-09-04 06:59:30,702
2025-09-04 07:00:00,715
2025-09-04 07:00:30,737
2025-09-04 07:01:00,720
2025-09-04 07:01:30,772
2025-09-04 07:02:00,706
2025-09-04 07:02:30,737
2025-09-04 07:03:00,743
2025-09-04 07:03:30,772
2025-09-04 07:04:00,743
2025-09-04 07:04:30,702
2025-09-04 07:05:00,711
2025-09-04 07:05:30,788
2025-09-04 07:06:00,768
2025-09-04 07:06:30,771
2025-09-04 07:07:00,780
2025-09-04 07:07:30,739
2025-09-04 07:08:00,784
2025-09-04 07:08:30,814
2025-09-04 07:09:00,794
2025-09-04 07:09:30,857
2025-09-04 07:10:00,852
2025-09-04 07:10:30,780
2025-09-04 07:11:00,769
2025-09-04 07:11:30,794
2025-09-04 07:12:00,827
2025-09-04 07:12:30,837
2025-09-04 07:13:00,772
2025-09-04 07:13:30,853
2025-09-04 07:14:00,873
2025-09-04 07:14:30,892
2025-09-04 07:15:00,857
2025-09-04 07:15:30,848
2025-09-04 07:16:00,900
2025-09-04 07:16:30,906
2025-09-04 07:17:00,919
2025-09-04 07:17:30,882
2025-09-04 07:18:00,900
2025-09-04 07:18:30,906
2025-09-04 07:19:00,919
2025-09-04 07:19:30,874
2025-09-04 07:20:00,876
2025-09-04 07:20:30,904
2025-09-04 07:21:00,935
2025-09-04 07:21:30,872
2025-09-04 07:22:00,916
2025-09-04 07:22:30,947
2025-09-04 07:23:00,939
2025-09-04 07:23:30,910
2025-09-04 07:24:00,1039
2025-09-04 07:24:30,877
2025-09-04 07:25:00,954
2025-09-04 07:25:30,965
2025-09-04 07:26:00,1022
2025-09-04 07:26:30,1056
2025-09-04 07:27:00,1029
2025-09-04 07:27:30,980
2025-09-04 07:28:00,981
2025-09-04 07:28:30,964
2025-09-04 07:29:00,1010
2025-09-04 07:29:30,1046
2025-09-04 07:30:00,998
2025-09-04 07:30:30,991
2025-09-04 07:31:00,1012
2025-09-04 07:31:30,1018
2025-09-04 07:32:00,998
2025-09-04 07:32:30,1055
2025-09-04 07:33:00,1040
2025-09-04 07:33:30,1098
2025-09-04 07:34:00,1066
2025-09-04 07:34:30,1034
2025-09-04 07:35:00,1074
2025-09-04 07:35:30,1098
2025-09-04 07:36:00,1124
2025-09-04 07:36:30,1117
2025-09-04 07:37:00,1123
2025-09-04 07:37:30,1142
2025-09-04 07:38:00,1064
2025-09-04 07:38:30,1151
2025-09-04 07:39:00,1102
2025-09-04 07:39:30,1089
2025-09-04 07:40:00,1115
2025-09-04 07:40:30,1130
2025-09-04 07:41:00,1128
2025-09-04 07:41:30,1170
2025-09-04 07:42:00,1231
2025-09-04 07:42:30,1105
2025-09-04 07:43:00,1153
2025-09-04 07:43:30,1215
2025-09-04 07:44:00,1218
2025-09-04 07:44:30,1177
